   0.00643   0.00286   1.15222   0.86448   0.00000   0.00000   0.51878   0.87640
   0.00657   0.00291   2.39078   0.90505   0.00000   0.00000   0.56352   0.91702
   0.00676   0.00299   4.81464   0.98865   0.01960   0.00000   0.65313   1.00069
   0.00691   0.00306   7.12570   1.06666   0.06910   0.00000   0.73535   1.07873
   0.00707   0.00312   9.93371   1.16515   0.18281   0.00000   0.83813   1.17724
   0.00720   0.00318  12.84175   1.26534   0.29061   0.00000   0.94195   1.27745
   0.00733   0.00324  16.11380   1.37328   0.40858   0.00000   1.05329   1.38540
   0.00747   0.00331  20.13676   1.50140   0.55059   0.00000   1.18494   1.51352
   0.00760   0.00336  24.06347   1.62621   0.68269   0.00000   1.31277   1.63833
   0.00772   0.00342  28.28434   1.75811   0.82268   0.00000   1.44753   1.77023
   0.00781   0.00346  31.98470   1.87059   0.94450   0.00000   1.56225   1.88271
   0.00802   0.00356  40.80279   2.13739   1.22712   0.00000   1.83367   2.14948
   0.00820   0.00365  48.61885   2.39474   1.49733   0.36278   2.09491   2.40681
   0.00841   0.00375  58.85320   2.71616   1.83505   0.75384   2.42059   2.72820
   0.00863   0.00385  70.90311   3.08901   2.22586   1.16298   2.79773   3.10100
   0.00883   0.00395  83.09480   3.46271   2.61679   1.57247   3.17524   3.47465
   0.00904   0.00405  96.67834   3.87646   3.04925   2.02361   3.59274   3.88835
   0.00921   0.00414 108.90162   4.24856   3.43610   2.42247   3.96788   4.26041
   0.00942   0.00424 124.88783   4.73576   3.94069   2.94066   4.45870   4.74754
   0.00962   0.00434 140.20116   5.20176   4.42387   3.43919   4.92782   5.21350
   0.00980   0.00444 155.23244   5.65931   4.89828   3.92900   5.38817   5.67099
   0.01003   0.00455 175.45062   6.27990   5.53750   4.58244   6.01226   6.29151
   0.01024   0.00466 195.85530   6.90812   6.18488   5.24606   6.64368   6.91965
   0.01044   0.00476 216.29272   7.53865   6.83565   5.91550   7.27715   7.55013
   0.01066   0.00487 237.61427   8.20504   7.51859   6.61095   7.94643   8.21645
   0.01086   0.00497 259.72109   8.89833   8.23034   7.33870   8.64247   8.90967
   0.01106   0.00507 281.70819   9.59215   8.94219   8.06645   9.33886   9.60343
   0.01125   0.00518 303.16472  10.27655   9.64206   8.77907  10.02562  10.28775
   0.01144   0.00527 325.84004  11.00155  10.38514   9.53869  10.75297  11.01271
   0.01163   0.00537 348.68738  11.74213  11.14064  10.30642  11.49581  11.75321
   0.01181   0.00547 371.50490  12.48273  11.89834  11.08002  12.23854  12.49375
   0.01199   0.00556 393.46053  13.20528  12.63442  11.82739  12.96307  13.21625
   0.01217   0.00565 416.55420  13.96716  13.41206  12.61949  13.72689  13.97806
   0.01234   0.00574 439.83066  14.74342  14.20266  13.42280  14.50506  14.75426
   0.01251   0.00584 462.70915  15.51136  14.98465  14.21752  15.27480  15.52214
   0.01268   0.00592 485.09098  16.26634  15.75391  15.00025  16.03147  16.27707
   0.01284   0.00601 507.96722  17.04761  16.54765  15.80501  16.81441  17.05829
   0.00875   0.00395   1.06318   0.73355   0.00000   0.00000   0.43957   0.74056
   0.00892   0.00403   2.18022   0.77089   0.00000   0.00000   0.48013   0.77793
   0.00919   0.00415   4.31768   0.84462   0.01790   0.00000   0.55848   0.85169
   0.00939   0.00424   6.31648   0.91168   0.05987   0.00000   0.62880   0.91877
   0.00961   0.00434   8.70451   0.99489   0.15588   0.00000   0.71529   1.00199
   0.00979   0.00442  11.14190   1.07839   0.24575   0.00000   0.80157   1.08549
   0.00997   0.00451  13.85153   1.16755   0.34311   0.00000   0.89335   1.17466
   0.01016   0.00460  17.14387   1.27252   0.45929   0.00000   1.00103   1.27964
   0.01033   0.00468  20.32083   1.37389   0.56636   0.00000   1.10472   1.38100
   0.01050   0.00476  23.70281   1.48030   0.67906   0.00000   1.21331   1.48740
   0.01063   0.00483  26.64444   1.57060   0.77657   0.00000   1.30532   1.57769
   0.01091   0.00496  33.57933   1.78301   1.00087   0.00000   1.52128   1.79011
   0.01116   0.00509  39.62250   1.98606   1.21328   0.28557   1.72732   1.99315
   0.01145   0.00523  47.45151   2.23751   1.47638   0.59056   1.98201   2.24457
   0.01175   0.00538  56.55169   2.52654   1.77800   0.90598   2.27433   2.53358
   0.01203   0.00552  65.64864   2.81377   2.07708   1.21884   2.56448   2.82080
   0.01232   0.00567  75.67214   3.12927   2.40528   1.56063   2.88284   3.13626
   0.01255   0.00578  84.60175   3.41093   2.69667   1.86045   3.16684   3.41791
   0.01284   0.00593  96.16601   3.77707   3.07397   2.24705   3.53573   3.78401
   0.01309   0.00606 107.13814   4.12481   3.43274   2.61639   3.88585   4.13172
   0.01334   0.00619 117.81814   4.46409   3.78283   2.97700   4.22729   4.47098
   0.01365   0.00635 132.04842   4.92102   4.25111   3.45446   4.68687   4.92787
   0.01395   0.00650 146.27591   5.38024   4.72206   3.93599   5.14855   5.38706
   0.01422   0.00665 160.40663   5.83819   5.19249   4.41874   5.60875   5.84497
   0.01450   0.00680 175.01796   6.31889   5.68275   4.91659   6.09164   6.32564
   0.01478   0.00695 190.05157   6.81598   6.19075   5.43465   6.59085   6.82270
   0.01505   0.00709 204.89275   7.31056   6.69592   5.94976   7.08740   7.31726
   0.01530   0.00721 219.26903   7.79562   7.18971   6.45117   7.57428   7.80228
   0.01556   0.00736 234.36911   8.30693   7.71156   6.98329   8.08738   8.31356
   0.01581   0.00749 249.47288   8.82629   8.23907   7.51786   8.60848   8.83288
   0.01606   0.00762 264.47498   9.34335   8.76591   8.05441   9.12715   9.34992
